CustomerID,FirstPurchaseDate,SecondPurchaseDate,AcquisitionCohort,HasRepeatPurchase,DaysToSecondPurchase
13344,2011-03-07 10:28:00,2011-10-03 09:44:00,2011-03,True,210
13345,2011-02-25 09:01:00,,2011-02,False,
13346,2010-04-22 12:34:00,2010-05-17 15:36:00,2010-04,True,25
13347,2011-09-30 13:28:00,,2011-09,False,
13348,2011-10-06 17:28:00,,2011-10,False,
13349,2011-11-29 08:07:00,,2011-11,False,
13350,2011-09-21 13:33:00,2011-11-23 16:33:00,2011-09,True,63
13351,2011-10-04 12:55:00,,2011-10,False,
13352,2011-10-10 13:55:00,,2011-10,False,
13354,2011-09-29 13:17:00,,2011-09,False,
13355,2011-08-09 14:48:00,,2011-08,False,
13356,2011-09-20 14:33:00,,2011-09,False,
13357,2010-03-22 14:30:00,2010-03-22 14:38:00,2010-03,True,0
13358,2011-03-16 11:52:00,,2011-03,False,
13359,2010-11-01 15:05:00,2011-10-07 09:30:00,2010-11,True,340
13360,2010-01-08 11:16:00,2010-01-14 17:59:00,2010-01,True,6
13361,2010-04-01 07:49:00,2010-08-24 14:56:00,2010-04,True,145
13362,2010-10-10 15:27:00,2010-10-28 09:27:00,2010-10,True,18
13363,2010-10-26 11:07:00,2011-10-27 10:46:00,2010-10,True,366
13364,2011-09-29 18:13:00,,2011-09,False,
13365,2011-05-06 12:00:00,2011-11-06 12:36:00,2011-05,True,184
13366,2011-10-20 13:37:00,,2011-10,False,
13367,2010-10-04 10:00:00,,2010-10,False,
13368,2010-10-12 10:43:00,2010-10-21 09:43:00,2010-10,True,9
13369,2010-12-09 11:30:00,,2010-12,False,
13370,2010-12-03 10:26:00,,2010-12,False,
13371,2010-03-17 15:29:00,2010-07-22 17:33:00,2010-03,True,127
13372,2011-09-11 12:46:00,,2011-09,False,
13373,2009-12-06 12:34:00,2010-03-28 16:17:00,2009-12,True,112
13374,2010-09-16 10:29:00,2010-10-21 10:04:00,2010-09,True,35
13375,2010-09-21 08:12:00,2011-09-12 10:19:00,2010-09,True,356
13376,2011-04-19 13:03:00,2011-05-20 09:08:00,2011-04,True,31
13377,2010-03-04 10:06:00,2010-11-08 12:20:00,2010-03,True,249
13379,2011-07-26 12:26:00,2011-10-02 15:18:00,2011-07,True,68
13380,2010-10-03 10:18:00,,2010-10,False,
13381,2009-12-01 15:19:00,2010-02-16 10:45:00,2009-12,True,77
13382,2009-12-08 09:56:00,2010-03-15 09:11:00,2009-12,True,97
13383,2010-06-14 11:45:00,,2010-06,False,
13384,2010-07-27 12:22:00,2010-09-08 15:06:00,2010-07,True,43
13385,2011-01-14 09:52:00,,2011-01,False,
13386,2010-09-28 13:09:00,2010-10-21 12:52:00,2010-09,True,23
13387,2010-10-18 14:07:00,,2010-10,False,
13388,2010-04-15 10:18:00,2011-07-31 12:52:00,2010-04,True,472
13389,2011-04-21 12:12:00,2011-09-26 09:52:00,2011-04,True,158
13390,2011-09-26 08:38:00,,2011-09,False,
13391,2011-05-20 10:50:00,,2011-05,False,
13392,2010-01-31 13:34:00,,2010-01,False,
13393,2009-12-07 18:12:00,2009-12-15 15:36:00,2009-12,True,8
13394,2009-12-01 11:58:00,2010-01-07 14:04:00,2009-12,True,37
13395,2010-10-14 13:00:00,2010-11-04 14:00:00,2010-10,True,21
13396,2011-01-24 13:37:00,2011-11-10 16:59:00,2011-01,True,290
13397,2010-01-20 09:50:00,2010-02-16 12:29:00,2010-01,True,27
13398,2010-09-17 09:34:00,2011-05-31 13:17:00,2010-09,True,256
13399,2010-07-08 17:47:00,2010-07-22 10:24:00,2010-07,True,14
13400,2010-05-06 09:00:00,,2010-05,False,
13402,2010-05-24 10:56:00,2010-07-22 08:24:00,2010-05,True,59
13403,2009-12-16 13:23:00,2010-11-17 11:38:00,2009-12,True,336
13404,2011-05-11 11:57:00,2011-12-08 15:37:00,2011-05,True,211
13405,2009-12-15 14:13:00,2010-05-19 14:23:00,2009-12,True,155
13406,2010-03-18 07:29:00,2010-10-08 14:44:00,2010-03,True,204
13407,2010-02-16 11:13:00,2010-04-19 16:48:00,2010-02,True,62
13408,2009-12-04 09:31:00,2009-12-08 12:27:00,2009-12,True,4
13410,2009-12-08 13:43:00,2010-01-10 11:59:00,2009-12,True,33
13411,2011-08-24 13:57:00,,2011-08,False,
13412,2010-03-29 16:28:00,,2010-03,False,
13413,2010-01-21 17:43:00,2010-02-28 13:27:00,2010-01,True,38
13414,2010-04-15 17:00:00,2010-06-27 12:54:00,2010-04,True,73
13415,2009-12-11 14:20:00,2010-03-19 14:56:00,2009-12,True,98
13416,2009-12-03 13:02:00,2011-09-19 14:43:00,2009-12,True,655
13417,2010-02-08 12:39:00,2010-03-31 14:31:00,2010-02,True,51
13418,2009-12-11 12:51:00,2010-03-11 13:13:00,2009-12,True,90
13419,2011-10-07 12:49:00,,2011-10,False,
13420,2011-06-22 11:35:00,2011-07-13 08:48:00,2011-06,True,21
13421,2010-02-14 14:45:00,2010-02-14 14:54:00,2010-02,True,0
13422,2011-10-06 13:42:00,,2011-10,False,
13423,2010-10-07 09:02:00,,2010-10,False,
13424,2010-09-16 10:49:00,,2010-09,False,
13425,2010-05-09 14:35:00,2010-07-19 12:56:00,2010-05,True,71
13426,2009-12-09 15:16:00,2009-12-16 15:16:00,2009-12,True,7
13427,2009-12-17 13:44:00,2010-06-18 09:28:00,2009-12,True,183
13428,2010-07-13 13:20:00,2010-07-13 13:33:00,2010-07,True,0
13429,2011-09-25 15:59:00,2011-10-10 12:51:00,2011-09,True,15
13430,2011-09-14 14:26:00,2011-11-21 08:19:00,2011-09,True,68
13431,2010-02-18 11:53:00,2010-04-21 12:30:00,2010-02,True,62
13432,2010-04-06 14:42:00,2010-05-17 13:18:00,2010-04,True,41
13433,2010-01-12 08:59:00,2010-04-15 10:35:00,2010-01,True,93
13434,2010-02-22 09:54:00,2010-09-05 14:13:00,2010-02,True,195
13435,2010-07-27 16:56:00,2010-11-28 13:51:00,2010-07,True,124
13436,2011-12-08 10:33:00,,2011-12,False,
13437,2011-06-02 14:30:00,2011-06-23 12:13:00,2011-06,True,21
13438,2010-06-10 18:46:00,,2010-06,False,
13439,2010-07-01 14:36:00,2010-11-16 15:24:00,2010-07,True,138
13440,2010-09-14 10:34:00,2010-09-21 20:38:00,2010-09,True,7
13441,2010-10-04 10:38:00,2011-09-09 09:38:00,2010-10,True,340
13442,2009-12-01 14:59:00,2010-01-05 16:04:00,2009-12,True,35
13443,2010-01-31 13:30:00,2010-04-08 16:45:00,2010-01,True,67
13444,2010-07-21 14:34:00,2010-11-30 13:02:00,2010-07,True,132
13445,2010-03-23 15:34:00,,2010-03,False,
13446,2010-02-14 11:52:00,2010-03-05 13:19:00,2010-02,True,19
13447,2011-11-04 10:10:00,2011-11-06 11:56:00,2011-11,True,2
13448,2009-12-06 12:14:00,2009-12-17 11:58:00,2009-12,True,11
13449,2011-11-16 08:28:00,,2011-11,False,
13450,2010-04-15 19:15:00,2010-05-11 08:54:00,2010-04,True,26
13451,2010-03-21 16:13:00,2010-05-16 16:05:00,2010-03,True,56
13452,2010-08-24 09:53:00,2011-03-14 11:38:00,2010-08,True,202
13453,2010-11-02 13:23:00,2011-02-23 09:44:00,2010-11,True,113
13454,2010-03-08 14:40:00,,2010-03,False,
13455,2009-12-09 08:58:00,2009-12-22 15:05:00,2009-12,True,13
13456,2011-05-16 15:34:00,2011-06-17 08:52:00,2011-05,True,32
13457,2009-12-02 12:46:00,2010-01-20 08:48:00,2009-12,True,49
13458,2010-11-16 14:01:00,2010-11-25 15:02:00,2010-11,True,9
13459,2010-01-26 13:35:00,2010-03-25 10:24:00,2010-01,True,58
13460,2011-10-21 09:50:00,2011-11-10 17:17:00,2011-10,True,20
13461,2010-04-21 16:01:00,2010-07-14 13:34:00,2010-04,True,84
13462,2009-12-14 09:48:00,2010-01-19 10:45:00,2009-12,True,36
13464,2010-03-31 15:22:00,2010-08-23 16:11:00,2010-03,True,145
13465,2010-05-02 15:30:00,2010-09-19 15:13:00,2010-05,True,140
13466,2010-03-21 13:50:00,2010-07-27 09:42:00,2010-03,True,128
13467,2011-11-03 16:56:00,2011-11-29 10:01:00,2011-11,True,26
13468,2009-12-03 13:32:00,2009-12-15 09:34:00,2009-12,True,12
13469,2010-02-24 15:03:00,,2010-02,False,
13470,2011-08-16 17:06:00,2011-09-01 14:57:00,2011-08,True,16
13471,2011-10-23 13:10:00,2011-11-18 09:57:00,2011-10,True,26
13472,2010-06-02 09:48:00,2010-09-02 09:41:00,2010-06,True,92
13473,2009-12-15 19:02:00,2010-03-02 15:28:00,2009-12,True,77
13474,2010-08-01 14:40:00,2010-09-22 09:21:00,2010-08,True,52
13475,2011-02-14 12:36:00,2011-03-23 09:43:00,2011-02,True,37
13476,2010-03-05 09:39:00,2010-08-10 10:29:00,2010-03,True,158
13477,2010-01-25 11:52:00,2010-04-29 12:21:00,2010-01,True,94
13478,2010-01-31 15:51:00,2010-03-17 14:23:00,2010-01,True,45
13479,2010-08-19 16:18:00,2010-09-13 13:29:00,2010-08,True,25
13480,2010-01-29 12:35:00,2010-10-19 11:53:00,2010-01,True,263
13481,2009-12-04 12:37:00,2010-03-15 09:46:00,2009-12,True,101
13482,2010-03-22 10:31:00,2011-04-21 17:03:00,2010-03,True,395
13483,2011-10-05 11:53:00,,2011-10,False,
13484,2010-03-10 11:46:00,2010-11-21 13:48:00,2010-03,True,256
13485,2009-12-03 13:46:00,2009-12-08 12:13:00,2009-12,True,5
13486,2011-07-07 17:19:00,2011-08-03 13:10:00,2011-07,True,27
13487,2009-12-05 10:25:00,2010-07-22 10:41:00,2009-12,True,229
13488,2010-01-25 10:13:00,2010-05-17 12:05:00,2010-01,True,112
13489,2011-02-18 10:42:00,2011-02-23 13:43:00,2011-02,True,5
13490,2010-02-23 14:48:00,,2010-02,False,
13491,2009-12-07 08:24:00,2009-12-09 07:01:00,2009-12,True,2
13492,2011-05-09 10:06:00,2011-07-01 08:55:00,2011-05,True,53
13493,2011-02-25 16:42:00,2011-03-09 15:35:00,2011-02,True,12
13494,2011-02-01 11:58:00,,2011-02,False,
13495,2009-12-07 12:12:00,2009-12-15 10:50:00,2009-12,True,8
13496,2010-12-15 10:17:00,2011-11-29 10:58:00,2010-12,True,349
13497,2010-02-08 10:27:00,2010-03-08 12:19:00,2010-02,True,28
13498,2009-12-09 15:26:00,,2009-12,False,
13499,2011-03-15 08:52:00,2011-04-28 14:59:00,2011-03,True,44
13500,2010-11-03 13:16:00,2011-08-09 12:20:00,2010-11,True,279
13501,2010-05-18 13:24:00,2010-08-10 13:01:00,2010-05,True,84
13502,2010-06-09 10:52:00,2010-10-20 10:15:00,2010-06,True,133
13503,2010-02-16 13:49:00,2010-02-16 14:11:00,2010-02,True,0
13504,2011-10-06 13:20:00,,2011-10,False,
13505,2011-04-21 12:07:00,2011-05-31 15:41:00,2011-04,True,40
13506,2010-09-05 12:33:00,2010-10-20 13:25:00,2010-09,True,45
13507,2011-07-17 11:50:00,2011-08-24 15:12:00,2011-07,True,38
13508,2010-03-07 11:58:00,2011-04-10 11:58:00,2010-03,True,399
13509,2010-07-20 12:10:00,2011-02-28 13:27:00,2010-07,True,223
13510,2009-12-21 11:53:00,2010-02-01 11:20:00,2009-12,True,42
13511,2010-02-01 12:10:00,,2010-02,False,
13512,2010-05-05 13:22:00,2010-08-16 09:15:00,2010-05,True,103
13513,2010-02-22 16:36:00,2010-09-24 16:25:00,2010-02,True,214
13514,2010-01-26 15:11:00,2010-05-09 10:38:00,2010-01,True,103
13515,2010-03-05 11:58:00,2010-09-16 15:07:00,2010-03,True,195
13516,2010-10-18 08:52:00,2011-04-15 11:06:00,2010-10,True,179
13517,2011-06-13 08:44:00,2011-08-25 11:40:00,2011-06,True,73
13518,2011-09-15 10:29:00,,2011-09,False,
13519,2010-09-23 11:45:00,2011-09-22 18:24:00,2010-09,True,364
13520,2009-12-17 11:11:00,2010-02-11 09:41:00,2009-12,True,56
13521,2011-11-29 15:09:00,2011-12-04 14:55:00,2011-11,True,5
13522,2011-11-09 15:11:00,,2011-11,False,
13523,2010-11-02 14:55:00,2010-12-08 14:22:00,2010-11,True,36
13524,2011-05-04 12:26:00,2011-06-19 15:56:00,2011-05,True,46
13525,2011-04-05 15:36:00,2011-11-25 12:01:00,2011-04,True,234
13526,2009-12-01 12:56:00,2009-12-01 13:13:00,2009-12,True,0
13527,2010-01-21 12:37:00,2010-01-24 12:31:00,2010-01,True,3
13529,2011-05-19 11:50:00,2011-09-22 09:15:00,2011-05,True,126
13530,2010-03-15 14:10:00,,2010-03,False,
13531,2009-12-03 15:20:00,2010-04-23 10:48:00,2009-12,True,141
13532,2011-11-06 12:25:00,,2011-11,False,
13533,2011-03-17 12:47:00,2011-03-17 12:53:00,2011-03,True,0
13534,2010-07-07 15:00:00,2010-07-23 11:29:00,2010-07,True,16
13535,2010-11-02 11:49:00,,2010-11,False,
13536,2011-09-25 13:30:00,2011-10-18 08:12:00,2011-09,True,23
13537,2010-09-14 10:41:00,2010-10-10 12:45:00,2010-09,True,26
13538,2010-02-02 12:47:00,2010-02-21 16:09:00,2010-02,True,19
13539,2010-04-28 12:04:00,2010-05-07 09:53:00,2010-04,True,9
13540,2010-02-22 09:22:00,2010-02-22 09:24:00,2010-02,True,0
13541,2010-05-18 16:15:00,2010-10-08 16:37:00,2010-05,True,143
13542,2009-12-10 19:53:00,2009-12-20 11:50:00,2009-12,True,10
13543,2010-01-21 14:30:00,2010-03-15 13:34:00,2010-01,True,53
13544,2010-03-05 11:31:00,2010-06-01 11:38:00,2010-03,True,88
13545,2010-06-13 11:49:00,2010-11-14 11:27:00,2010-06,True,154
13546,2010-10-11 17:23:00,2010-11-22 17:33:00,2010-10,True,42
13547,2010-10-27 14:14:00,,2010-10,False,
13548,2010-08-25 13:44:00,2011-04-10 11:35:00,2010-08,True,228
13549,2010-11-17 12:17:00,2011-04-11 13:42:00,2010-11,True,145
13550,2010-11-21 15:24:00,,2010-11,False,
13551,2010-02-11 15:01:00,2011-01-24 14:46:00,2010-02,True,347
13552,2010-02-19 13:28:00,2010-02-19 13:29:00,2010-02,True,0
13553,2010-02-03 12:21:00,,2010-02,False,
13554,2010-09-19 12:39:00,2010-09-28 16:25:00,2010-09,True,9
13555,2010-01-19 13:20:00,2010-01-19 13:33:00,2010-01,True,0
13556,2010-09-30 09:01:00,2010-10-06 16:44:00,2010-09,True,6
13557,2009-12-08 17:41:00,2009-12-17 14:01:00,2009-12,True,9
13558,2011-10-02 13:01:00,2011-10-09 11:15:00,2011-10,True,7
13559,2010-06-14 11:52:00,2010-07-15 09:52:00,2010-06,True,31
13560,2011-12-02 13:11:00,,2011-12,False,
13561,2010-02-28 13:42:00,2010-03-07 14:25:00,2010-02,True,7
13562,2010-01-14 16:33:00,2010-02-03 15:52:00,2010-01,True,20
13563,2011-07-22 17:21:00,2011-09-16 14:45:00,2011-07,True,56
13564,2009-12-02 11:55:00,2009-12-07 12:08:00,2009-12,True,5
13565,2010-10-24 15:51:00,2011-01-09 14:28:00,2010-10,True,77
13566,2010-03-10 12:22:00,2010-07-18 12:20:00,2010-03,True,130
13567,2010-06-16 12:48:00,2010-08-24 14:20:00,2010-06,True,69
13568,2011-06-19 14:42:00,,2011-06,False,
13569,2010-10-07 13:05:00,2010-11-23 12:54:00,2010-10,True,47
13570,2011-04-10 13:36:00,,2011-04,False,
13571,2009-12-08 13:02:00,2010-02-21 14:57:00,2009-12,True,75
13572,2011-05-18 11:59:00,,2011-05,False,
13573,2010-03-12 16:06:00,2010-09-16 15:46:00,2010-03,True,188
13574,2010-10-24 13:28:00,,2010-10,False,
13575,2011-06-16 14:24:00,2011-07-29 11:28:00,2011-06,True,43
13576,2009-12-08 15:12:00,2010-01-13 11:57:00,2009-12,True,36
13577,2009-12-14 16:10:00,2009-12-15 11:56:00,2009-12,True,1
13578,2010-10-26 13:44:00,,2010-10,False,
13579,2010-02-18 13:53:00,2010-09-10 12:24:00,2010-02,True,204
13580,2010-10-29 15:01:00,,2010-10,False,
13581,2010-10-21 16:30:00,2011-02-03 14:41:00,2010-10,True,105
13582,2010-04-01 11:38:00,2010-11-15 11:34:00,2010-04,True,228
13583,2010-01-29 13:53:00,2011-07-07 10:40:00,2010-01,True,524
13584,2010-02-02 08:40:00,2010-07-29 13:36:00,2010-02,True,177
13585,2009-12-01 14:56:00,2010-05-10 16:04:00,2009-12,True,160
13586,2010-06-16 13:47:00,,2010-06,False,
13587,2010-02-14 13:17:00,2010-09-16 13:50:00,2010-02,True,214
13588,2011-03-29 15:53:00,2011-07-26 09:27:00,2011-03,True,119
13589,2009-12-06 10:26:00,2010-05-09 11:16:00,2009-12,True,154
13590,2009-12-01 13:37:00,2010-01-27 12:50:00,2009-12,True,57
13591,2009-12-14 15:44:00,2010-04-15 17:24:00,2009-12,True,122
13592,2011-03-20 14:01:00,2011-05-10 15:48:00,2011-03,True,51
13593,2010-03-02 16:36:00,2010-03-02 17:10:00,2010-03,True,0
13594,2010-08-11 10:23:00,2011-10-18 10:19:00,2010-08,True,433
13595,2010-03-03 14:42:00,2010-05-09 10:47:00,2010-03,True,67
13596,2011-11-27 11:57:00,2011-12-04 12:01:00,2011-11,True,7
13597,2010-11-02 09:30:00,2010-11-04 14:54:00,2010-11,True,2
13598,2010-02-26 11:22:00,2010-02-26 11:26:00,2010-02,True,0
13599,2009-12-01 12:30:00,2009-12-15 16:34:00,2009-12,True,14
13600,2010-03-15 17:16:00,2011-01-31 15:27:00,2010-03,True,322
13601,2010-06-11 15:03:00,2010-11-12 15:20:00,2010-06,True,154
13602,2010-05-28 11:49:00,2010-09-30 11:51:00,2010-05,True,125
13603,2011-11-13 15:57:00,,2011-11,False,
13604,2010-02-19 12:02:00,,2010-02,False,
13605,2010-05-17 15:46:00,2010-11-17 17:16:00,2010-05,True,184
13606,2011-02-01 11:42:00,2011-04-10 12:52:00,2011-02,True,68
13607,2010-11-02 11:48:00,2011-10-30 16:17:00,2010-11,True,362
13608,2010-06-17 12:28:00,,2010-06,False,
13609,2010-04-25 13:26:00,,2010-04,False,
13610,2010-01-05 14:12:00,2010-01-26 14:05:00,2010-01,True,21
13611,2009-12-03 07:57:00,2010-03-24 11:52:00,2009-12,True,111
13612,2010-03-17 12:14:00,,2010-03,False,
13613,2010-02-17 12:40:00,2010-03-23 15:52:00,2010-02,True,34
13614,2010-06-06 13:42:00,2010-11-11 12:20:00,2010-06,True,158
13615,2010-01-28 15:43:00,2010-03-28 13:40:00,2010-01,True,59
13616,2010-01-17 14:56:00,2010-05-20 12:59:00,2010-01,True,123
13617,2010-08-01 15:23:00,2010-09-05 15:47:00,2010-08,True,35
13618,2011-06-19 11:09:00,,2011-06,False,
13619,2010-02-03 14:16:00,2010-06-13 11:39:00,2010-02,True,130
13620,2010-06-29 15:02:00,,2010-06,False,
13621,2011-08-15 08:26:00,,2011-08,False,
13622,2010-01-12 13:22:00,,2010-01,False,
13623,2009-12-02 13:57:00,2010-01-21 13:21:00,2009-12,True,50
13624,2010-11-16 13:43:00,,2010-11,False,
13625,2010-04-22 10:50:00,,2010-04,False,
13626,2010-11-25 16:12:00,2011-04-01 10:05:00,2010-11,True,127
13627,2010-03-09 14:03:00,2010-08-08 14:32:00,2010-03,True,152
13628,2010-02-01 14:44:00,,2010-02,False,
13629,2010-02-11 17:34:00,2010-04-14 13:24:00,2010-02,True,62
13630,2011-02-27 12:49:00,2011-04-08 15:49:00,2011-02,True,40
13631,2011-03-17 17:13:00,2011-05-17 16:21:00,2011-03,True,61
13632,2010-04-07 10:59:00,2010-05-12 15:02:00,2010-04,True,35
13634,2010-01-10 14:26:00,2010-01-17 14:07:00,2010-01,True,7
13635,2009-12-01 09:46:00,2009-12-15 12:13:00,2009-12,True,14
13636,2011-02-27 14:29:00,2011-03-24 09:50:00,2011-02,True,25
13637,2011-04-27 13:06:00,2011-06-05 13:24:00,2011-04,True,39
13638,2011-11-24 10:38:00,,2011-11,False,
13639,2010-09-29 10:05:00,2011-09-26 13:36:00,2010-09,True,362
13640,2010-04-07 15:33:00,,2010-04,False,
13641,2009-12-05 13:17:00,2009-12-16 12:24:00,2009-12,True,11
13642,2010-10-03 12:23:00,2010-10-03 12:29:00,2010-10,True,0
13643,2009-12-08 12:48:00,2010-03-09 09:15:00,2009-12,True,91
13644,2011-08-26 11:53:00,2011-09-27 10:27:00,2011-08,True,32
13645,2011-08-11 16:11:00,,2011-08,False,
13646,2010-11-05 12:00:00,2010-11-05 12:13:00,2010-11,True,0
13647,2010-04-15 12:55:00,2010-05-23 10:54:00,2010-04,True,38
13648,2009-12-01 18:13:00,2010-02-07 14:11:00,2009-12,True,68
13649,2010-06-30 16:35:00,2010-07-15 12:36:00,2010-06,True,15
13650,2010-01-26 08:44:00,2010-05-18 13:26:00,2010-01,True,112
13651,2010-11-23 09:44:00,2011-10-31 12:11:00,2010-11,True,342
13652,2010-02-25 17:37:00,2010-10-07 14:28:00,2010-02,True,224
13653,2010-08-09 08:19:00,,2010-08,False,
13654,2009-12-02 11:43:00,2010-03-03 16:21:00,2009-12,True,91
13655,2010-04-27 09:59:00,2010-04-29 10:38:00,2010-04,True,2
13656,2010-04-23 12:50:00,2010-07-28 10:48:00,2010-04,True,96
13657,2011-05-22 12:35:00,2011-11-29 12:32:00,2011-05,True,191
13658,2010-02-05 13:17:00,2010-06-10 15:22:00,2010-02,True,125
13659,2010-02-17 09:05:00,2010-03-11 10:52:00,2010-02,True,22
13660,2010-11-04 16:10:00,,2010-11,False,
13661,2010-04-15 14:58:00,,2010-04,False,
13662,2010-02-19 13:21:00,2010-02-19 13:23:00,2010-02,True,0
13663,2010-03-03 10:11:00,2010-10-13 14:57:00,2010-03,True,224
13665,2010-07-23 13:29:00,2010-10-13 14:46:00,2010-07,True,82
13666,2009-12-04 10:48:00,2010-10-15 15:46:00,2009-12,True,315
13667,2011-07-13 15:42:00,,2011-07,False,
13668,2009-12-11 14:28:00,2010-01-20 12:06:00,2009-12,True,40
13669,2010-10-28 15:05:00,2011-07-13 11:44:00,2010-10,True,258
13670,2011-09-25 15:25:00,,2011-09,False,
13671,2010-11-10 10:50:00,,2010-11,False,
13672,2009-12-09 11:40:00,2011-01-11 13:54:00,2009-12,True,398
13673,2011-11-07 15:40:00,2011-11-21 12:11:00,2011-11,True,14
13674,2010-10-03 10:41:00,,2010-10,False,
13675,2011-02-28 12:14:00,2011-07-11 12:57:00,2011-02,True,133
13676,2010-03-30 16:53:00,2010-06-18 17:30:00,2010-03,True,80
13677,2010-07-07 17:25:00,2010-10-31 11:32:00,2010-07,True,116
13678,2011-07-11 10:14:00,,2011-07,False,
13679,2009-12-04 16:52:00,2010-04-19 17:11:00,2009-12,True,136
13680,2009-12-04 14:14:00,2009-12-09 13:44:00,2009-12,True,5
13681,2011-07-07 15:21:00,2011-10-02 11:41:00,2011-07,True,87
13682,2011-06-05 14:06:00,,2011-06,False,
13683,2010-09-08 10:00:00,,2010-09,False,
13684,2010-03-28 14:48:00,2010-05-26 13:23:00,2010-03,True,59
13685,2011-10-10 12:59:00,2011-10-17 10:17:00,2011-10,True,7
13686,2010-11-03 13:44:00,2010-11-24 14:44:00,2010-11,True,21
13687,2010-09-27 16:30:00,,2010-09,False,
13688,2010-03-14 14:11:00,,2010-03,False,
13689,2010-09-21 10:27:00,2011-10-07 13:21:00,2010-09,True,381
13690,2011-10-11 15:03:00,,2011-10,False,
13691,2010-11-08 17:34:00,,2010-11,False,
13692,2010-10-15 13:28:00,2010-10-27 09:57:00,2010-10,True,12
13693,2009-12-07 11:29:00,2009-12-10 10:42:00,2009-12,True,3
13694,2009-12-04 15:26:00,2009-12-04 15:27:00,2009-12,True,0
13695,2010-05-11 11:07:00,2011-03-25 11:31:00,2010-05,True,318
13696,2010-02-11 14:17:00,2010-04-27 11:53:00,2010-02,True,75
13697,2011-11-01 09:14:00,,2011-11,False,
13698,2010-01-27 09:02:00,2010-04-22 11:52:00,2010-01,True,85
13699,2010-06-07 13:03:00,2011-07-07 16:51:00,2010-06,True,395
13700,2010-02-07 10:53:00,2010-02-09 16:01:00,2010-02,True,2
13701,2010-09-19 12:39:00,,2010-09,False,
13702,2010-09-20 11:40:00,,2010-09,False,
13703,2010-10-20 13:11:00,2011-01-25 13:10:00,2010-10,True,97
13704,2011-09-12 14:40:00,2011-09-13 15:41:00,2011-09,True,1
13705,2010-03-25 17:19:00,2010-06-18 14:47:00,2010-03,True,85
13706,2010-03-23 09:18:00,2011-02-10 09:21:00,2010-03,True,324
13707,2010-06-21 11:57:00,2010-10-06 10:04:00,2010-06,True,107
13708,2011-03-13 13:46:00,,2011-03,False,
13709,2010-01-11 10:40:00,2010-03-31 10:49:00,2010-01,True,79
13710,2010-04-06 12:54:00,2010-10-12 10:22:00,2010-04,True,189
13711,2009-12-15 19:04:00,2010-01-07 18:34:00,2009-12,True,23
13712,2010-04-08 11:16:00,2011-04-07 12:33:00,2010-04,True,364
13713,2010-05-05 16:48:00,2010-08-25 16:11:00,2010-05,True,112
13714,2010-08-31 13:57:00,,2010-08,False,
13715,2010-03-11 15:33:00,2010-04-28 14:53:00,2010-03,True,48
13716,2011-03-15 13:49:00,,2011-03,False,
13717,2010-08-11 09:40:00,2010-09-08 16:17:00,2010-08,True,28
13718,2011-02-17 11:58:00,2011-04-07 13:24:00,2011-02,True,49
13719,2010-05-17 14:36:00,2010-06-01 16:06:00,2010-05,True,15
13720,2011-03-30 09:17:00,2011-04-15 15:17:00,2011-03,True,16
13721,2010-11-09 17:59:00,2011-11-03 14:05:00,2010-11,True,359
13722,2010-03-03 14:13:00,2010-07-27 10:48:00,2010-03,True,146
13723,2010-04-07 14:32:00,2010-05-28 11:53:00,2010-04,True,51
13724,2010-03-12 15:28:00,,2010-03,False,
13725,2011-02-04 12:18:00,2011-02-07 15:14:00,2011-02,True,3
13726,2011-08-31 11:06:00,2011-11-01 10:49:00,2011-08,True,62
13727,2009-12-09 13:25:00,2010-01-07 11:47:00,2009-12,True,29
13728,2009-12-09 17:13:00,2010-01-08 11:13:00,2009-12,True,30
13729,2010-01-24 14:57:00,2010-09-27 10:50:00,2010-01,True,246
13730,2011-07-01 12:47:00,2011-07-27 08:35:00,2011-07,True,26
13731,2011-04-07 10:10:00,2011-05-04 14:33:00,2011-04,True,27
13732,2011-11-11 15:49:00,,2011-11,False,
13733,2009-12-04 15:28:00,2010-10-25 12:18:00,2009-12,True,325
13734,2010-04-16 08:42:00,2010-07-09 13:53:00,2010-04,True,84
13735,2009-12-13 13:31:00,2010-01-21 13:33:00,2009-12,True,39
13736,2009-12-06 12:07:00,2010-06-13 11:36:00,2009-12,True,189
13737,2011-05-23 16:32:00,,2011-05,False,
13738,2010-11-08 15:23:00,,2010-11,False,
13739,2010-06-30 10:25:00,2011-11-21 13:35:00,2010-06,True,509
13740,2009-12-02 12:22:00,2010-05-12 09:39:00,2009-12,True,161
13741,2011-05-06 13:43:00,2011-06-09 07:53:00,2011-05,True,34
13742,2011-01-23 14:59:00,2011-02-13 12:03:00,2011-01,True,21
13743,2011-03-25 14:46:00,2011-05-06 14:32:00,2011-03,True,42
13744,2011-02-20 14:08:00,2011-09-05 15:19:00,2011-02,True,197
13745,2010-06-11 17:19:00,2011-06-30 16:43:00,2010-06,True,384
13746,2010-10-22 11:55:00,,2010-10,False,
13747,2010-10-11 09:15:00,2010-12-01 10:37:00,2010-10,True,51
13748,2009-12-01 16:44:00,2010-10-18 09:10:00,2009-12,True,321
13750,2010-04-01 14:49:00,2010-05-06 11:22:00,2010-04,True,35
13751,2011-02-24 15:56:00,,2011-02,False,
13752,2010-06-30 10:23:00,2011-04-07 12:04:00,2010-06,True,281
