CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Code,RFM_Total,Segment,FirstPurchaseDate,LastPurchaseDate,UnitsPurchased,ActiveLifespanDays,AverageOrderValue
13114,731,1,234.38,1,1,1,111,3,Lost,2009-12-09 09:56:00,2009-12-09 09:56:00,74,0,234.38
13115,12,10,5494.7,5,5,5,555,15,Champions,2010-04-19 13:29:00,2011-11-28 12:38:00,3934,588,549.47
13116,139,1,501.14,3,1,2,312,6,Need Attention,2011-07-24 14:33:00,2011-07-24 14:33:00,291,0,501.14
13117,22,18,2255.66,4,5,4,454,13,Champions,2010-03-26 13:50:00,2011-11-18 12:02:00,1852,602,125.314444444
13118,20,9,2415.41,5,5,4,554,14,Champions,2010-09-26 15:46:00,2011-11-20 12:46:00,834,420,268.378888889
13119,669,1,134.9,1,1,1,111,3,Lost,2010-02-09 08:38:00,2010-02-09 08:38:00,110,0,134.9
13120,239,1,30.6,2,1,1,211,4,Hibernating,2011-04-15 10:19:00,2011-04-15 10:19:00,12,0,30.6
13121,270,1,283.73,2,1,1,211,4,Hibernating,2011-03-15 16:47:00,2011-03-15 16:47:00,252,0,283.73
13122,95,2,922.39,3,2,3,323,8,Promising,2011-04-13 14:12:00,2011-09-06 15:53:00,585,146,461.195
13123,473,2,506.75,1,2,2,122,5,Lost,2010-06-28 12:43:00,2010-08-24 10:18:00,268,57,253.375
13124,90,4,4782.45,3,3,5,335,11,Promising,2010-11-19 15:50:00,2011-09-11 12:45:00,2783,296,1195.6125
13125,524,1,158.57,1,1,1,111,3,Lost,2010-07-04 11:58:00,2010-07-04 11:58:00,54,0,158.57
13126,5,13,3774.81,5,5,5,555,15,Champions,2010-03-02 12:24:00,2011-12-05 10:00:00,3289,643,290.37
13127,78,1,259.17,3,1,1,311,5,Need Attention,2011-09-23 10:26:00,2011-09-23 10:26:00,127,0,259.17
13128,632,1,263.5,1,1,1,111,3,Lost,2010-03-18 15:08:00,2010-03-18 15:08:00,31,0,263.5
13129,453,2,233.25,1,2,1,121,4,Lost,2010-06-28 11:54:00,2010-09-13 13:47:00,296,77,116.625
13130,95,1,64,3,1,1,311,5,Need Attention,2011-09-06 15:30:00,2011-09-06 15:30:00,32,0,64
13131,24,7,3313.77,4,4,5,445,13,Champions,2010-02-09 09:47:00,2011-11-16 13:21:00,1523,645,473.395714286
13132,262,1,77.3,2,1,1,211,4,Hibernating,2011-03-23 12:44:00,2011-03-23 12:44:00,20,0,77.3
13133,274,3,200.45,2,3,1,231,6,At Risk,2010-09-06 15:30:00,2011-03-11 10:31:00,55,186,66.8166666667
13134,86,6,2475.23,3,4,4,344,11,Loyal Customers,2010-10-19 13:21:00,2011-09-15 10:35:00,1364,331,412.538333333
13135,197,2,3371.45,2,2,5,225,9,Hibernating,2010-08-05 17:28:00,2011-05-27 10:52:00,4423,295,1685.725
13136,57,13,6274.56,4,5,5,455,14,Champions,2009-12-08 18:30:00,2011-10-14 13:41:00,3109,675,482.658461538
13137,11,16,7712.7,5,5,5,555,15,Champions,2010-07-25 15:40:00,2011-11-29 12:09:00,4294,492,482.04375
13138,23,7,1274.01,4,4,4,444,12,Champions,2010-11-08 11:45:00,2011-11-17 16:51:00,593,374,182.001428571
13139,17,8,8202.98,5,4,5,545,14,Champions,2010-09-28 09:12:00,2011-11-23 13:54:00,4614,421,1025.3725
13140,109,5,1056.17,3,4,3,343,10,Loyal Customers,2010-08-05 19:05:00,2011-08-23 15:33:00,573,383,211.234
13141,85,17,7668.58,3,5,5,355,13,Loyal Customers,2009-12-09 13:34:00,2011-09-16 09:54:00,5169,646,451.092941176
13142,20,1,307.09,5,1,2,512,8,New Customers,2011-11-20 16:07:00,2011-11-20 16:07:00,258,0,307.09
13143,585,1,405.1,1,1,2,112,4,Lost,2010-05-04 12:22:00,2010-05-04 12:22:00,198,0,405.1
13144,333,2,135.35,2,2,1,221,5,Hibernating,2010-10-04 14:14:00,2011-01-11 11:15:00,29,99,67.675
13145,40,7,1128.52,4,4,3,443,11,Loyal Customers,2010-04-19 11:11:00,2011-10-31 12:45:00,265,560,161.217142857
13146,27,1,228.91,4,1,1,411,6,Promising,2011-11-13 15:29:00,2011-11-13 15:29:00,154,0,228.91
13147,11,4,712.8,5,3,3,533,11,Potential Loyalists,2011-09-01 12:28:00,2011-11-29 13:59:00,144,89,178.2
13148,30,26,8612.31,4,5,5,455,14,Champions,2009-12-07 15:26:00,2011-11-10 15:23:00,4565,703,331.242692308
13149,15,4,1676.06,5,3,4,534,12,Potential Loyalists,2011-02-23 13:57:00,2011-11-25 13:09:00,1280,275,419.015
13150,485,3,449.97,1,3,2,132,6,At Risk,2010-03-19 09:03:00,2010-08-12 12:59:00,171,146,149.99
13151,296,3,2570.24,2,3,4,234,9,At Risk,2010-03-22 10:26:00,2011-02-17 12:29:00,807,332,856.746666667
13152,418,7,2146.38,1,4,4,144,9,At Risk,2010-01-14 10:01:00,2010-10-18 13:44:00,977,277,306.625714286
13153,6,1,486.22,5,1,2,512,8,New Customers,2011-12-04 12:14:00,2011-12-04 12:14:00,418,0,486.22
13154,400,3,1624.84,2,3,4,234,9,At Risk,2009-12-04 08:46:00,2010-11-05 16:00:00,976,336,541.613333333
13155,34,6,1370.48,4,4,4,444,12,Champions,2010-08-05 09:30:00,2011-11-06 15:41:00,741,458,228.413333333
13156,386,3,1586.54,2,3,4,234,9,At Risk,2010-02-01 13:45:00,2010-11-19 13:09:00,914,291,528.846666667
13157,50,9,5687.36,4,5,5,455,14,Champions,2010-03-08 11:59:00,2011-10-21 13:50:00,4762,592,631.928888889
13158,95,5,1508.18,3,4,4,344,11,Loyal Customers,2010-11-16 17:12:00,2011-09-06 11:58:00,992,294,301.636
13159,9,4,1437.85,5,3,4,534,12,Potential Loyalists,2011-08-16 11:44:00,2011-12-01 11:20:00,1059,107,359.4625
13160,23,1,91.8,4,1,1,411,6,Promising,2011-11-17 13:07:00,2011-11-17 13:07:00,56,0,91.8
13161,314,2,478.88,2,2,2,222,6,Hibernating,2010-07-27 12:44:00,2011-01-30 14:03:00,106,187,239.44
13162,123,16,9275.49,3,5,5,355,13,Loyal Customers,2009-12-04 13:59:00,2011-08-09 15:59:00,5755,613,579.718125
13163,611,1,17.65,1,1,1,111,3,Lost,2010-04-08 16:21:00,2010-04-08 16:21:00,3,0,17.65
13164,570,2,372.2,1,2,2,122,5,Lost,2010-02-10 11:52:00,2010-05-19 13:52:00,120,98,186.1
13165,47,3,1451.16,4,3,4,434,11,Potential Loyalists,2010-10-22 17:04:00,2011-10-24 15:05:00,1736,367,483.72
13166,284,2,884.18,2,2,3,223,7,Hibernating,2010-10-21 14:29:00,2011-03-01 15:16:00,527,131,442.09
13167,19,5,1113.15,5,4,3,543,12,Loyal Customers,2010-11-14 12:58:00,2011-11-21 12:24:00,995,372,222.63
13168,37,5,1875.31,4,4,4,444,12,Champions,2010-06-15 15:00:00,2011-11-03 12:56:00,912,506,375.062
13169,64,3,840.08,3,3,3,333,9,Promising,2010-05-26 15:58:00,2011-10-07 12:11:00,296,499,280.026666667
13170,27,1,116.01,4,1,1,411,6,Promising,2011-11-13 12:19:00,2011-11-13 12:19:00,147,0,116.01
13171,22,3,468.41,4,3,2,432,9,Potential Loyalists,2011-02-13 14:16:00,2011-11-18 10:27:00,229,278,156.136666667
13172,401,1,69.6,2,1,1,211,4,Hibernating,2010-11-04 15:10:00,2010-11-04 15:10:00,48,0,69.6
13173,5,11,2463.41,5,5,4,554,14,Champions,2009-12-10 12:52:00,2011-12-05 15:51:00,1504,725,223.946363636
13174,17,11,8055.97,5,5,5,555,15,Champions,2009-12-04 15:40:00,2011-11-23 14:35:00,3837,719,732.360909091
13175,583,2,831.45,1,2,3,123,6,Lost,2009-12-04 12:11:00,2010-05-06 13:13:00,423,153,415.725
13176,47,1,492.84,4,1,2,412,7,Promising,2011-10-24 15:43:00,2011-10-24 15:43:00,453,0,492.84
13177,65,2,512.2,3,2,2,322,7,Need Attention,2010-10-05 10:35:00,2011-10-06 09:56:00,180,366,256.1
13178,27,21,14059.19,4,5,5,455,14,Champions,2009-12-16 14:00:00,2011-11-13 16:14:00,8778,697,669.485238095
13179,619,1,572.31,1,1,2,112,4,Lost,2010-03-31 11:40:00,2010-03-31 11:40:00,368,0,572.31
13180,608,1,86.1,1,1,1,111,3,Lost,2010-04-11 13:37:00,2010-04-11 13:37:00,42,0,86.1
13181,382,1,359.69,2,1,2,212,5,Hibernating,2010-11-23 15:05:00,2010-11-23 15:05:00,171,0,359.69
13182,46,1,121.18,4,1,1,411,6,Promising,2011-10-25 13:46:00,2011-10-25 13:46:00,201,0,121.18
13183,8,15,7036.18,5,5,5,555,15,Champions,2010-03-14 12:32:00,2011-12-02 10:30:00,4027,628,469.078666667
13184,15,10,1700.29,5,5,4,554,14,Champions,2011-02-22 17:25:00,2011-11-25 12:02:00,1691,276,170.029
13185,268,1,71.4,2,1,1,211,4,Hibernating,2011-03-17 11:56:00,2011-03-17 11:56:00,12,0,71.4
13186,40,3,1575.89,4,3,4,434,11,Potential Loyalists,2011-08-03 09:09:00,2011-10-31 11:40:00,820,89,525.296666667
13187,338,4,348.01,2,3,2,232,7,At Risk,2010-03-25 17:18:00,2011-01-06 18:57:00,356,287,87.0025
13188,12,1,114.6,5,1,1,511,7,New Customers,2011-11-28 15:28:00,2011-11-28 15:28:00,25,0,114.6
13189,19,2,260.68,5,2,1,521,8,Potential Loyalists,2011-08-16 13:12:00,2011-11-21 10:39:00,842,97,130.34
13190,545,3,570.66,1,3,2,132,6,At Risk,2009-12-07 12:13:00,2010-06-13 15:47:00,308,188,190.22
13191,659,1,159.21,1,1,1,111,3,Lost,2010-02-19 17:02:00,2010-02-19 17:02:00,111,0,159.21
13192,96,6,2558.58,3,4,4,344,11,Loyal Customers,2010-01-22 08:37:00,2011-09-05 14:13:00,1629,591,426.43
13193,62,1,117.88,3,1,1,311,5,Need Attention,2011-10-09 14:30:00,2011-10-09 14:30:00,50,0,117.88
13194,136,2,472.78,3,2,2,322,7,Need Attention,2010-10-14 11:54:00,2011-07-27 09:01:00,326,286,236.39
13195,415,1,172.38,1,1,1,111,3,Lost,2010-10-21 13:07:00,2010-10-21 13:07:00,83,0,172.38
13196,12,7,3068.84,5,4,5,545,14,Champions,2010-04-01 12:54:00,2011-11-28 13:54:00,2006,606,438.405714286
13197,610,1,373.01,1,1,2,112,4,Lost,2010-04-09 09:14:00,2010-04-09 09:14:00,204,0,373.01
13198,11,8,4974.23,5,4,5,545,14,Champions,2010-10-01 13:27:00,2011-11-29 15:17:00,3449,424,621.77875
13199,4,66,15949.21,5,5,5,555,15,Champions,2009-12-05 10:11:00,2011-12-06 12:30:00,11566,731,241.65469697
13200,20,4,870.09,5,3,3,533,11,Potential Loyalists,2011-08-05 14:50:00,2011-11-20 15:35:00,516,107,217.5225
13201,503,4,1240.61,1,3,4,134,8,At Risk,2010-03-07 11:01:00,2010-07-25 14:30:00,1039,140,310.1525
13202,395,7,1580.3,2,4,4,244,10,At Risk,2009-12-09 10:48:00,2010-11-10 16:24:00,572,336,225.757142857
13203,10,10,2648.25,5,5,4,554,14,Champions,2009-12-17 14:15:00,2011-11-30 10:45:00,2413,713,264.825
13204,732,1,966.66,1,1,3,113,5,Lost,2009-12-08 14:56:00,2009-12-08 14:56:00,428,0,966.66
13205,444,1,2803.2,1,1,4,114,6,Lost,2010-09-22 16:26:00,2010-09-22 16:26:00,256,0,2803.2
13206,401,13,8377.32,2,5,5,255,12,At Risk,2009-12-07 13:48:00,2010-11-04 16:50:00,7155,332,644.409230769
13207,16,4,535.86,5,3,2,532,10,Potential Loyalists,2010-04-06 16:37:00,2011-11-24 14:52:00,178,597,133.965
13208,60,8,1964.02,3,4,4,344,11,Loyal Customers,2009-12-03 13:25:00,2011-10-11 16:25:00,1309,677,245.5025
13209,31,13,8509.51,4,5,5,455,14,Champions,2010-01-24 14:30:00,2011-11-09 13:54:00,5781,654,654.577692308
13210,94,1,353.48,3,1,2,312,6,Need Attention,2011-09-07 08:18:00,2011-09-07 08:18:00,316,0,353.48
13211,11,10,2729.32,5,5,4,554,14,Champions,2009-12-06 15:24:00,2011-11-29 14:43:00,1890,723,272.932
13212,20,3,788.08,5,3,3,533,11,Potential Loyalists,2011-10-09 14:48:00,2011-11-20 12:40:00,310,42,262.693333333
13213,57,11,3851.52,4,5,5,455,14,Champions,2010-05-20 14:50:00,2011-10-14 11:42:00,2962,512,350.138181818
13214,418,7,3264.23,1,4,5,145,10,At Risk,2010-03-03 14:10:00,2010-10-18 10:00:00,2966,229,466.318571429
13215,403,1,81.6,2,1,1,211,4,Hibernating,2010-11-02 18:26:00,2010-11-02 18:26:00,96,0,81.6
13216,268,1,333.74,2,1,2,212,5,Hibernating,2011-03-17 12:18:00,2011-03-17 12:18:00,297,0,333.74
13217,123,4,666.48,3,3,3,333,9,Promising,2010-02-22 12:49:00,2011-08-09 15:32:00,512,533,166.62
13218,128,1,62.64,3,1,1,311,5,Need Attention,2011-08-04 16:59:00,2011-08-04 16:59:00,88,0,62.64
13219,619,1,76.23,1,1,1,111,3,Lost,2010-03-31 14:18:00,2010-03-31 14:18:00,11,0,76.23
13220,79,5,1336.09,3,4,4,344,11,Loyal Customers,2010-05-13 10:35:00,2011-09-22 13:38:00,396,497,267.218
13221,241,2,844.86,2,2,3,223,7,Hibernating,2010-12-15 13:24:00,2011-04-13 16:58:00,243,119,422.43
13222,578,1,88.5,1,1,1,111,3,Lost,2010-05-11 13:54:00,2010-05-11 13:54:00,30,0,88.5
13223,201,6,969.12,2,4,3,243,9,At Risk,2010-02-12 13:27:00,2011-05-23 13:03:00,568,465,161.52
13224,61,2,2152.95,3,2,4,324,9,Promising,2011-07-11 14:10:00,2011-10-10 14:55:00,1515,91,1076.475
13225,4,16,16260.07,5,5,5,555,15,Champions,2009-12-17 09:09:00,2011-12-06 13:29:00,7401,719,1016.254375
13226,274,2,312.46,2,2,2,222,6,Hibernating,2010-11-11 13:46:00,2011-03-11 14:35:00,179,120,156.23
13227,202,1,257.7,2,1,1,211,4,Hibernating,2011-05-22 11:47:00,2011-05-22 11:47:00,99,0,257.7
13228,82,1,358,3,1,2,312,6,Need Attention,2011-09-19 14:28:00,2011-09-19 14:28:00,200,0,358
13229,226,1,160.95,2,1,1,211,4,Hibernating,2011-04-28 12:07:00,2011-04-28 12:07:00,63,0,160.95
13230,5,30,6256.83,5,5,5,555,15,Champions,2010-03-18 20:02:00,2011-12-05 16:03:00,3577,627,208.561
13232,13,7,1357,5,4,4,544,13,Champions,2011-04-10 13:48:00,2011-11-27 10:39:00,776,231,193.857142857
13233,75,4,1176.46,3,3,3,333,9,Promising,2010-01-14 14:10:00,2011-09-26 13:25:00,1604,620,294.115
13234,673,2,356.95,1,2,2,122,5,Lost,2009-12-07 12:32:00,2010-02-05 11:41:00,162,60,178.475
13235,213,1,1031.07,2,1,3,213,6,Hibernating,2011-05-11 17:13:00,2011-05-11 17:13:00,441,0,1031.07
13236,25,2,744.85,4,2,3,423,9,Potential Loyalists,2011-08-25 08:58:00,2011-11-15 12:50:00,416,82,372.425
13237,388,1,643,2,1,3,213,6,Hibernating,2010-11-17 10:07:00,2010-11-17 10:07:00,128,0,643
13238,18,6,1006.63,5,4,3,543,12,Loyal Customers,2010-04-28 15:02:00,2011-11-22 15:37:00,442,573,167.771666667
13239,262,5,1594.69,2,4,4,244,10,At Risk,2010-07-25 13:34:00,2011-03-23 10:25:00,1151,241,318.938
13240,97,8,1494.05,3,4,4,344,11,Loyal Customers,2010-02-25 13:17:00,2011-09-04 14:08:00,726,556,186.75625
13241,412,1,115.58,1,1,1,111,3,Lost,2010-10-24 11:17:00,2010-10-24 11:17:00,48,0,115.58
13242,113,7,699.4,3,4,3,343,10,Loyal Customers,2010-02-09 13:12:00,2011-08-19 12:53:00,350,556,99.9142857143
13243,204,5,1278.04,2,4,4,244,10,At Risk,2010-03-18 13:10:00,2011-05-20 13:14:00,579,428,255.608
13244,93,1,121.74,3,1,1,311,5,Need Attention,2011-09-08 11:46:00,2011-09-08 11:46:00,38,0,121.74
13245,51,2,989.22,4,2,3,423,9,Potential Loyalists,2010-10-03 14:03:00,2011-10-20 11:40:00,371,382,494.61
13246,19,11,3387.43,5,5,5,555,15,Champions,2010-07-02 13:36:00,2011-11-21 16:50:00,2815,507,307.948181818
13247,18,4,501.12,5,3,2,532,10,Potential Loyalists,2011-09-18 11:31:00,2011-11-22 10:59:00,328,65,125.28
13248,125,2,465.68,3,2,2,322,7,Need Attention,2011-06-03 13:05:00,2011-08-07 12:40:00,305,65,232.84
13249,93,9,1608.93,3,5,4,354,12,Loyal Customers,2010-01-24 12:11:00,2011-09-08 13:26:00,1246,592,178.77
13250,461,2,256.04,1,2,1,121,4,Lost,2010-07-25 14:01:00,2010-09-05 11:33:00,108,42,128.02
13251,403,1,252.68,2,1,1,211,4,Hibernating,2010-11-02 13:20:00,2010-11-02 13:20:00,215,0,252.68
13252,395,2,399.3,2,2,2,222,6,Hibernating,2010-03-24 10:30:00,2010-11-10 16:00:00,134,231,199.65
13253,157,4,2951.11,3,3,5,335,11,Promising,2010-01-05 12:13:00,2011-07-06 10:09:00,3015,547,737.7775
13254,377,1,51.41,2,1,1,211,4,Hibernating,2010-11-28 15:42:00,2010-11-28 15:42:00,43,0,51.41
13255,10,3,678.76,5,3,3,533,11,Potential Loyalists,2010-07-15 13:20:00,2011-11-30 13:14:00,407,503,226.253333333
13257,437,1,149.75,1,1,1,111,3,Lost,2010-09-29 14:58:00,2010-09-29 14:58:00,33,0,149.75
13258,12,5,1035.18,5,4,3,543,12,Loyal Customers,2010-11-04 12:45:00,2011-11-28 09:31:00,451,389,207.036
13259,62,9,1429.63,3,5,4,354,12,Loyal Customers,2010-01-10 10:26:00,2011-10-09 10:48:00,516,637,158.847777778
13260,62,1,557.62,3,1,2,312,6,Need Attention,2011-10-09 13:21:00,2011-10-09 13:21:00,142,0,557.62
13261,269,2,944.1,2,2,3,223,7,Hibernating,2011-02-27 10:41:00,2011-03-16 12:22:00,210,17,472.05
13262,264,3,573.45,2,3,2,232,7,At Risk,2010-04-18 12:14:00,2011-03-21 15:06:00,247,337,191.15
13263,2,38,8679.47,5,5,5,555,15,Champions,2010-10-22 17:07:00,2011-12-08 13:59:00,5383,412,228.407105263
13264,443,1,722.56,1,1,3,113,5,Lost,2010-09-23 12:42:00,2010-09-23 12:42:00,375,0,722.56
13265,54,5,2107.66,4,4,4,444,12,Champions,2011-03-11 09:54:00,2011-10-17 15:02:00,1752,220,421.532
13266,12,19,6135.04,5,5,5,555,15,Champions,2009-12-17 10:52:00,2011-11-28 14:39:00,6837,711,322.896842105
13267,3,36,9429.81,5,5,5,555,15,Champions,2009-12-07 16:56:00,2011-12-07 11:12:00,3959,730,261.939166667
13268,18,10,3192.65,5,5,5,555,15,Champions,2011-03-17 13:20:00,2011-11-22 11:34:00,3582,250,319.265
13269,2,28,8540.27,5,5,5,555,15,Champions,2009-12-02 11:47:00,2011-12-08 14:53:00,6367,736,305.009642857
13270,367,1,590,2,1,2,212,5,Hibernating,2010-12-08 14:53:00,2010-12-08 14:53:00,200,0,590
13271,38,1,217.38,4,1,1,411,6,Promising,2011-11-02 14:31:00,2011-11-02 14:31:00,253,0,217.38
13272,32,2,276.56,4,2,1,421,7,Potential Loyalists,2011-09-11 12:06:00,2011-11-08 14:00:00,96,58,138.28
13273,114,1,138.98,3,1,1,311,5,Need Attention,2011-08-18 14:02:00,2011-08-18 14:02:00,153,0,138.98
13274,410,1,360.85,1,1,2,112,4,Lost,2010-10-26 13:48:00,2010-10-26 13:48:00,199,0,360.85
13275,384,2,241.66,2,2,1,221,5,Hibernating,2010-03-17 14:05:00,2010-11-21 12:09:00,140,249,120.83
13276,64,5,1939.26,3,4,4,344,11,Loyal Customers,2010-03-07 14:05:00,2011-10-07 12:44:00,855,579,387.852
13277,16,7,523.3,5,4,2,542,11,Loyal Customers,2010-06-18 08:45:00,2011-11-24 09:21:00,382,524,74.7571428571
13278,41,4,1425.35,4,3,4,434,11,Potential Loyalists,2010-04-08 11:59:00,2011-10-30 11:49:00,1333,570,356.3375
13279,79,1,137.75,3,1,1,311,5,Need Attention,2011-09-22 17:24:00,2011-09-22 17:24:00,73,0,137.75
13280,123,7,2322.63,3,4,4,344,11,Loyal Customers,2010-03-05 09:07:00,2011-08-09 13:14:00,1495,522,331.804285714
13281,440,1,350.85,1,1,2,112,4,Lost,2010-09-26 16:03:00,2010-09-26 16:03:00,201,0,350.85
13282,19,4,1313.19,5,3,4,534,12,Potential Loyalists,2010-10-29 14:11:00,2011-11-21 15:33:00,410,388,328.2975
13283,60,4,373.36,3,3,2,332,8,Need Attention,2010-03-09 14:36:00,2011-10-11 09:50:00,204,581,93.34
13284,331,1,201.19,2,1,1,211,4,Hibernating,2011-01-13 09:23:00,2011-01-13 09:23:00,91,0,201.19
13285,24,6,3364.59,4,4,5,445,13,Champions,2010-03-25 14:26:00,2011-11-16 13:19:00,2457,601,560.765
13286,601,1,734.91,1,1,3,113,5,Lost,2010-04-18 15:35:00,2010-04-18 15:35:00,274,0,734.91
13287,604,3,781.59,1,3,3,133,7,At Risk,2010-01-04 10:43:00,2010-04-15 15:26:00,429,101,260.53
13288,444,5,927.61,1,4,3,143,8,At Risk,2010-02-11 14:59:00,2010-09-22 16:32:00,379,223,185.522
13289,724,1,307.95,1,1,2,112,4,Lost,2009-12-16 11:53:00,2009-12-16 11:53:00,119,0,307.95
13291,156,11,3320.84,3,5,5,355,13,Loyal Customers,2010-02-11 18:36:00,2011-07-07 10:36:00,1619,511,301.894545455
13292,39,5,994.51,4,4,3,443,11,Loyal Customers,2010-07-01 14:36:00,2011-11-01 10:04:00,530,488,198.902
13293,393,6,1192.94,2,4,3,243,9,At Risk,2010-02-09 12:05:00,2010-11-12 13:28:00,555,276,198.823333333
13294,190,3,1689.53,2,3,4,234,9,At Risk,2010-03-03 12:54:00,2011-06-03 08:54:00,996,457,563.176666667
13295,360,4,1101.97,2,3,3,233,8,At Risk,2010-05-12 09:13:00,2010-12-15 11:21:00,733,217,275.4925
13296,138,6,792.51,3,4,3,343,10,Loyal Customers,2010-05-11 14:29:00,2011-07-25 13:46:00,653,440,132.085
13297,8,7,4368.62,5,4,5,545,14,Champions,2010-06-15 12:35:00,2011-12-02 09:32:00,2694,535,624.088571429
13298,2,1,360,5,1,2,512,8,New Customers,2011-12-08 13:11:00,2011-12-08 13:11:00,96,0,360
13299,269,3,1218.7,2,3,4,234,9,At Risk,2010-06-29 11:30:00,2011-03-16 12:55:00,416,260,406.233333333
13300,170,3,1285.51,3,3,4,334,10,Promising,2010-05-14 15:56:00,2011-06-23 13:09:00,455,405,428.503333333
13301,104,4,600.19,3,3,2,332,8,Need Attention,2011-02-20 13:13:00,2011-08-28 11:25:00,343,189,150.0475
13302,156,2,159.2,3,2,1,321,6,Need Attention,2010-07-01 12:32:00,2011-07-07 17:56:00,12,371,79.6
13303,401,1,61.72,2,1,1,211,4,Hibernating,2010-11-04 14:55:00,2010-11-04 14:55:00,26,0,61.72
13304,352,4,1217.99,2,3,4,234,9,At Risk,2010-02-08 12:42:00,2010-12-23 14:35:00,716,318,304.4975
13305,5,16,3618.51,5,5,5,555,15,Champions,2010-03-10 14:49:00,2011-12-05 15:15:00,2229,635,226.156875
13306,431,1,53.65,1,1,1,111,3,Lost,2010-10-05 14:55:00,2010-10-05 14:55:00,74,0,53.65
13307,121,3,273.34,3,3,1,331,7,Need Attention,2010-04-26 13:28:00,2011-08-11 17:14:00,140,472,91.1133333333
13308,23,4,1670.37,4,3,4,434,11,Potential Loyalists,2010-04-22 09:22:00,2011-11-17 09:31:00,1073,574,417.5925
13309,8,6,1706.37,5,4,4,544,13,Champions,2010-11-12 12:10:00,2011-12-02 16:34:00,1914,385,284.395
13310,29,5,1541.2,4,4,4,444,12,Champions,2010-11-02 17:03:00,2011-11-11 17:23:00,816,374,308.24
13311,5,2,598.57,5,2,2,522,9,Potential Loyalists,2011-07-12 14:26:00,2011-12-05 12:55:00,305,146,299.285
13312,452,1,124.75,1,1,1,111,3,Lost,2010-09-14 14:36:00,2010-09-14 14:36:00,41,0,124.75
13313,23,12,3445.32,4,5,5,455,14,Champions,2009-12-02 16:18:00,2011-11-17 16:48:00,2308,715,287.11
13314,2,3,775.94,5,3,3,533,11,Potential Loyalists,2011-09-27 10:20:00,2011-12-08 12:29:00,560,72,258.646666667
13315,690,1,310.26,1,1,2,112,4,Lost,2010-01-19 15:34:00,2010-01-19 15:34:00,232,0,310.26
13316,38,10,13191.57,4,5,5,455,14,Champions,2010-03-10 10:01:00,2011-11-02 13:40:00,21372,602,1319.157
13317,67,19,6486.091,3,5,5,355,13,Loyal Customers,2009-12-13 11:11:00,2011-10-04 13:35:00,3149,660,341.373210526
13318,2,3,640.76,5,3,3,533,11,Potential Loyalists,2011-11-02 13:26:00,2011-12-08 18:51:00,304,36,213.586666667
13319,6,58,21323.22,5,5,5,555,15,Champions,2009-12-06 14:46:00,2011-12-04 13:34:00,8974,728,367.641724138
13320,79,6,2228.1,3,4,4,344,11,Loyal Customers,2010-08-18 10:29:00,2011-09-22 18:07:00,1519,400,371.35
13321,73,2,567.36,3,2,2,322,7,Need Attention,2011-09-14 15:18:00,2011-09-28 15:24:00,372,14,283.68
13322,18,1,199.48,5,1,1,511,7,New Customers,2011-11-22 14:21:00,2011-11-22 14:21:00,117,0,199.48
13323,4,5,787.85,5,4,3,543,12,Loyal Customers,2011-09-16 13:23:00,2011-12-06 17:12:00,175,81,157.57
13324,37,18,10513.47,4,5,5,455,14,Champions,2010-05-25 10:23:00,2011-11-03 16:28:00,8448,527,584.081666667
13325,82,1,675.3,3,1,3,313,7,Need Attention,2011-09-19 10:36:00,2011-09-19 10:36:00,240,0,675.3
13326,433,1,281.76,1,1,1,111,3,Lost,2010-10-03 16:00:00,2010-10-03 16:00:00,140,0,281.76
13327,39,19,9052.87,4,5,5,455,14,Champions,2009-12-18 15:35:00,2011-11-01 10:21:00,4202,683,476.466842105
13328,317,1,1308.48,2,1,4,214,7,Hibernating,2011-01-27 15:22:00,2011-01-27 15:22:00,680,0,1308.48
13329,32,8,4808.77,4,4,5,445,13,Champions,2009-12-04 15:41:00,2011-11-08 10:29:00,3311,704,601.09625
13330,93,6,2806.18,3,4,4,344,11,Loyal Customers,2010-02-23 10:12:00,2011-09-08 12:27:00,1975,562,467.696666667
13331,402,1,262.4,2,1,1,211,4,Hibernating,2010-11-03 08:04:00,2010-11-03 08:04:00,54,0,262.4
13332,15,1,350.9,5,1,2,512,8,New Customers,2011-11-25 13:30:00,2011-11-25 13:30:00,179,0,350.9
13333,412,3,1015.74,1,3,3,133,7,At Risk,2010-02-19 09:26:00,2010-10-24 13:24:00,685,247,338.58
13334,83,5,6263.75,3,4,5,345,12,Loyal Customers,2010-02-25 12:21:00,2011-09-18 15:21:00,3227,570,1252.75
13336,78,1,795.12,3,1,3,313,7,Need Attention,2011-09-23 14:05:00,2011-09-23 14:05:00,559,0,795.12
13337,547,1,1575.26,1,1,4,114,6,Lost,2010-06-11 13:27:00,2010-06-11 13:27:00,980,0,1575.26
13338,158,4,2345.62,3,3,4,334,10,Promising,2010-01-05 12:25:00,2011-07-05 09:06:00,1149,546,586.405
13339,201,1,860.12,2,1,3,213,6,Hibernating,2011-05-23 08:31:00,2011-05-23 08:31:00,326,0,860.12
13340,46,12,22100.56,4,5,5,455,14,Champions,2010-02-22 14:54:00,2011-10-25 13:15:00,9636,610,1841.71333333
13341,261,1,775.85,2,1,3,213,6,Hibernating,2011-03-24 09:50:00,2011-03-24 09:50:00,301,0,775.85
