AcquisitionCohort,CohortIndex,ActivityMonth,CohortSize,Revenue,RevenuePerOriginalCustomer,Orders,OrdersPerOriginalCustomer,IsPartialObservation,ObservationStatus
2011-04,4,2011-08,106,5704.67,53.8176415094,21,0.198113207547,False,COMPLETE_MONTH
2011-04,5,2011-09,106,10791.66,101.808113208,30,0.283018867925,False,COMPLETE_MONTH
2011-04,6,2011-10,106,5882.78,55.4979245283,24,0.22641509434,False,COMPLETE_MONTH
2011-04,7,2011-11,106,11294.12,106.548301887,41,0.38679245283,False,COMPLETE_MONTH
2011-04,8,2011-12,106,3708.77,34.9883962264,17,0.160377358491,True,PARTIAL_THROUGH_2011-12-09
2011-05,0,2011-05,111,47796.74,430.601261261,124,1.11711711712,False,COMPLETE_MONTH
2011-05,1,2011-06,111,9242.14,83.2625225225,36,0.324324324324,False,COMPLETE_MONTH
2011-05,2,2011-07,111,10189.22,91.7947747748,34,0.306306306306,False,COMPLETE_MONTH
2011-05,3,2011-08,111,6448.99,58.099009009,23,0.207207207207,False,COMPLETE_MONTH
2011-05,4,2011-09,111,10508.4,94.6702702703,38,0.342342342342,False,COMPLETE_MONTH
2011-05,5,2011-10,111,10219.96,92.0717117117,29,0.261261261261,False,COMPLETE_MONTH
2011-05,6,2011-11,111,14088.12,126.92,44,0.396396396396,False,COMPLETE_MONTH
2011-05,7,2011-12,111,172522.02,1554.25243243,16,0.144144144144,True,PARTIAL_THROUGH_2011-12-09
2011-06,0,2011-06,108,82985.74,768.386481481,125,1.15740740741,False,COMPLETE_MONTH
2011-06,1,2011-07,108,9648.69,89.3397222222,33,0.305555555556,False,COMPLETE_MONTH
2011-06,2,2011-08,108,7203.14,66.6957407407,27,0.25,False,COMPLETE_MONTH
2011-06,3,2011-09,108,10719.5,99.2546296296,36,0.333333333333,False,COMPLETE_MONTH
2011-06,4,2011-10,108,9410.23,87.1317592593,28,0.259259259259,False,COMPLETE_MONTH
2011-06,5,2011-11,108,12590.38,116.577592593,43,0.398148148148,False,COMPLETE_MONTH
2011-06,6,2011-12,108,2435.21,22.5482407407,10,0.0925925925926,True,PARTIAL_THROUGH_2011-12-09
2011-07,0,2011-07,101,42798.591,423.748425743,119,1.17821782178,False,COMPLETE_MONTH
2011-07,1,2011-08,101,7392.76,73.1956435644,24,0.237623762376,False,COMPLETE_MONTH
2011-07,2,2011-09,101,11248.85,111.374752475,39,0.386138613861,False,COMPLETE_MONTH
2011-07,3,2011-10,101,12156.69,120.363267327,34,0.336633663366,False,COMPLETE_MONTH
2011-07,4,2011-11,101,14568.48,144.242376238,49,0.485148514851,False,COMPLETE_MONTH
2011-07,5,2011-12,101,4420.2,43.7643564356,16,0.158415841584,True,PARTIAL_THROUGH_2011-12-09
2011-08,0,2011-08,107,44382.06,414.785607477,115,1.07476635514,False,COMPLETE_MONTH
2011-08,1,2011-09,107,16880.92,157.765607477,35,0.327102803738,False,COMPLETE_MONTH
2011-08,2,2011-10,107,27710.67,258.978224299,45,0.420560747664,False,COMPLETE_MONTH
2011-08,3,2011-11,107,34482.04,322.262056075,39,0.364485981308,False,COMPLETE_MONTH
2011-08,4,2011-12,107,12257.46,114.555700935,19,0.177570093458,True,PARTIAL_THROUGH_2011-12-09
2011-09,0,2011-09,188,93295.74,496.25393617,218,1.15957446809,False,COMPLETE_MONTH
2011-09,1,2011-10,188,19422.56,103.311489362,70,0.372340425532,False,COMPLETE_MONTH
2011-09,2,2011-11,188,30965.96,164.712553191,104,0.553191489362,False,COMPLETE_MONTH
2011-09,3,2011-12,188,10097.79,53.7116489362,32,0.170212765957,True,PARTIAL_THROUGH_2011-12-09
2011-10,0,2011-10,221,98651.15,446.385294118,259,1.17194570136,False,COMPLETE_MONTH
2011-10,1,2011-11,221,33441.47,151.318868778,110,0.497737556561,False,COMPLETE_MONTH
2011-10,2,2011-12,221,10926.57,49.4414932127,43,0.194570135747,True,PARTIAL_THROUGH_2011-12-09
2011-11,0,2011-11,191,80476.1,421.340837696,241,1.26178010471,False,COMPLETE_MONTH
2011-11,1,2011-12,191,12727.71,66.6372251309,32,0.167539267016,True,PARTIAL_THROUGH_2011-12-09
2011-12,0,2011-12,28,23497.09,839.181785714,30,1.07142857143,True,PARTIAL_THROUGH_2011-12-09
